313716,130035198,-5,0,15,-38,19,56,-3,-19,-3,0,0,0,-160,-174,182,1681,-76,-86,89,681,1488,605,596,-73,-86,80,-342,-68,2277,-68,-72,124,0,1440,1223,1069,1285,1,0,0,1,1,-0.3428832078152158,-0.04193507113153497,5.225372514882849,-46,0,68,-76,-86,89,68.1,-3,0,9,1440,1223,1069,1285
313718,130035699,-3,-1,15,-38,19,56,-1,-19,-2,0,0,0,-160,-174,182,1681,-76,-86,89,681,1488,605,596,-74,-85,79,-342,-68,2277,-66,-92,78,0,1435,1216,1068,1297,1,0,0,1,1,-0.342767828641963,-0.04190881675543932,5.2249150796649815,-42,-1,69,-76,-86,89,68.1,-2,-1,10,1435,1216,1068,1297
313720,130036199,2,-2,17,-38,19,56,5,-17,-1,0,0,0,-147,-157,184,1681,-76,-86,90,681,1488,605,596,-78,-84,78,-342,-68,2277,-73,-98,35,0,1419,1187,1089,1321,1,0,0,1,1,-0.34268631428430457,-0.04187688838380507,5.224469952268938,-31,0,72,-76,-86,90,68.1,2,-2,12,1419,1187,1089,1321
313722,130036700,5,-5,18,-38,19,56,11,-16,0,0,0,0,-147,-157,184,1681,-76,-86,90,681,1488,605,596,-79,-83,79,-347,-66,2341,-84,-88,63,0,1405,1174,1096,1341,1,0,0,1,1,-0.343415044547357,-0.042327698543826536,5.223574351127855,-22,-2,74,-76,-86,90,68.1,3,-3,11,1405,1174,1096,1341
313724,130037201,7,-2,19,-38,19,56,14,-15,0,0,0,0,-147,-157,184,1681,-76,-85,91,681,1488,605,596,-80,-84,79,-347,-66,2341,-85,-72,111,0,1405,1157,1110,1344,1,0,0,1,1,-0.3441530692103072,-0.04278607985393165,5.2226754473307855,-17,2,75,-76,-85,91,68.1,4,-1,12,1405,1157,1110,1344
313726,130037702,3,0,20,-38,19,56,13,-10,0,0,0,0,-147,-157,184,1681,-76,-85,91,681,1488,605,596,-78,-85,78,-352,-68,2404,-80,-70,102,0,1428,1153,1110,1325,1,0,0,1,1,-0.34487380981881627,-0.043254999163212945,5.221781473433673,-22,9,76,-76,-85,91,68.1,2,0,13,1428,1153,1110,1325
313728,130038191,-1,1,21,-38,19,56,3,-6,0,0,0,0,-147,-157,184,1681,-75,-84,92,681,1488,605,596,-75,-85,77,-352,-68,2404,-76,-92,46,0,1463,1163,1091,1299,1,0,0,1,1,-0.3455517439117327,-0.04371498606990954,5.220916621787335,-36,14,77,-75,-84,92,68.1,0,1,15,1463,1163,1091,1299
313730,130038692,-6,8,24,-38,19,56,-7,2,2,0,0,0,-147,-157,184,1681,-75,-84,92,681,1488,605,596,-71,-88,75,-353,-69,2469,-66,-105,32,0,1523,1156,1085,1251,1,0,0,1,1,-0.3462114539439802,-0.04421628740594667,5.220037774250152,-51,29,82,-75,-84,92,68.1,-4,4,17,1523,1156,1085,1251
313732,130039193,-5,9,25,-38,19,56,-12,5,2,0,0,0,-147,-157,184,1681,-74,-83,92,681,1488,605,596,-71,-88,77,-353,-69,2469,-71,-93,95,0,1538,1153,1082,1242,1,0,0,1,1,-0.3468723553217066,-0.04471106395954522,5.21914211319829,-55,33,83,-74,-83,92,68.1,-3,5,15,1538,1153,1082,1242
313734,130039694,5,7,24,-38,19,56,-4,2,0,0,0,0,-147,-157,184,1681,-74,-82,93,681,1488,605,596,-77,-86,82,-356,-72,2540,-87,-72,138,0,1492,1137,1113,1273,1,0,0,1,1,-0.34758775777181805,-0.045173867007296385,5.218210894320254,-37,28,80,-74,-82,93,68.1,3,4,11,1492,1137,1113,1273
313736,130040194,11,7,22,-38,19,56,6,0,-4,0,0,0,-147,-157,184,1681,-73,-82,93,681,1488,605,596,-80,-85,85,-356,-72,2540,-93,-73,95,0,1451,1123,1148,1294,1,0,0,1,1,-0.3483293381901877,-0.04561792025554789,5.217259521093764,-21,26,74,-73,-82,93,68.1,7,3,8,1451,1123,1148,1294
313738,130040696,14,5,21,-38,19,56,12,-3,-5,0,0,0,-147,-157,184,1681,-73,-81,93,681,1488,605,596,-80,-84,83,-357,-73,2614,-77,-89,28,0,1424,1122,1154,1315,1,0,0,1,1,-0.3490734227734367,-0.04606079927005679,5.216323474547584,-12,21,72,-73,-81,93,68.1,7,3,10,1424,1122,1154,1315
313740,130041196,20,6,22,-38,19,56,19,-7,-1,0,0,0,-147,-157,184,1681,-72,-80,93,681,1488,605,596,-83,-83,77,-357,-73,2614,-60,-91,40,0,1406,1097,1162,1350,1,0,0,1,1,-0.3498387151117449,-0.04651094696560611,5.215443035430227,1,18,77,-72,-80,93,68.1,11,3,16,1406,1097,1162,1350
313742,130041697,12,4,25,-38,19,56,15,-12,2,0,0,0,-147,-157,184,1681,-72,-80,93,681,1488,605,596,-79,-82,75,-358,-72,2681,-60,-77,126,0,1424,1116,1122,1353,1,0,0,1,1,-0.35057005641869454,-0.04695914352792003,5.214579935620275,-11,11,83,-72,-80,93,68.1,7,2,18,1424,1116,1122,1353
313744,130042200,9,1,26,-38,19,56,4,-18,1,0,0,0,-147,-157,184,1681,-71,-79,94,681,1488,605,596,-76,-80,80,-358,-72,2681,-94,-64,148,0,1434,1154,1083,1344,1,0,0,1,1,-0.3512800417738123,-0.04737692625885081,5.213677840931288,-25,2,83,-71,-79,94,68.1,5,1,14,1434,1154,1083,1344
313746,130042709,12,0,24,-38,19,56,1,-23,-1,0,0,0,-147,-157,184,1681,-71,-79,94,681,1488,605,596,-78,-79,84,-359,-75,2736,-104,-73,71,0,1416,1173,1081,1346,1,0,0,1,1,-0.3520181074431567,-0.047778429978235795,5.212734328708001,-25,-4,79,-71,-79,94,68.1,7,0,10,1416,1173,1081,1346
313748,130043199,13,2,21,-38,19,56,1,-21,-5,0,0,0,-147,-157,184,1681,-71,-78,94,681,1488,605,596,-78,-79,86,-359,-75,2736,-75,-88,14,0,1411,1175,1097,1332,1,0,0,1,1,-0.3527297579494791,-0.04815839184323094,5.211809673980451,-24,0,72,-71,-78,94,68.1,7,1,8,1411,1175,1097,1332
313750,130043700,18,0,20,-38,19,56,3,-18,-5,0,0,0,-147,-157,184,1681,-70,-78,94,681,1488,605,596,-81,-78,85,-359,-71,2772,-66,-85,69,0,1398,1163,1117,1338,1,0,0,1,1,-0.35348344764911455,-0.048540995217206555,5.210875195033134,-17,1,71,-70,-78,94,68.1,11,0,9,1398,1163,1117,1338
313752,130044201,23,2,19,-38,19,56,8,-15,-5,0,0,0,-147,-157,184,1681,-70,-77,94,681,1488,605,596,-83,-78,86,-359,-71,2772,-70,-78,161,0,1387,1141,1142,1345,1,0,0,1,1,-0.3542553990818183,-0.04891984523905386,5.209932192574783,-7,6,70,-70,-77,94,68.1,13,1,8,1387,1141,1142,1345
313754,130044690,23,6,16,-38,19,56,11,-11,-7,0,0,0,-147,-157,184,1681,-70,-77,94,681,1488,605,596,-82,-80,90,-360,-73,2783,-101,-73,142,0,1391,1130,1167,1328,1,0,0,1,1,-0.3550025627556157,-0.049293074066526686,5.208973495093447,-4,14,65,-70,-77,94,68.1,12,3,4,1391,1130,1167,1328
313756,130045191,23,2,13,-38,19,56,11,-10,-9,0,0,0,-147,-157,184,1681,-70,-77,94,681,1488,605,596,-82,-78,92,-360,-73,2783,-108,-68,39,0,1375,1146,1169,1325,1,0,0,1,1,-0.35576895210605763,-0.04965222676598061,5.207980645906887,-4,11,60,-70,-77,94,68.1,12,1,2,1375,1146,1169,1325
313758,130045692,29,0,11,-38,19,56,14,-12,-8,0,0,0,-147,-157,184,1681,-69,-76,94,681,1488,605,596,-85,-77,89,-357,-77,2775,-80,-78,9,0,1354,1137,1179,1345,1,0,0,1,1,-0.356560554472327,-0.05001155554595882,5.207015163351449,5,7,59,-69,-76,94,68.1,16,1,5,1354,1137,1179,1345
313760,130046193,26,-1,12,-38,19,56,14,-14,-4,0,0,0,-147,-157,184,1681,-69,-76,94,681,1488,605,596,-84,-75,86,-357,-77,2775,-57,-84,97,0,1359,1141,1161,1355,1,0,0,1,1,-0.3573422133017786,-0.05036292138660443,5.206080113315819,2,4,64,-69,-76,94,68.1,15,-1,8,1359,1141,1161,1355
313762,130046694,23,-5,12,-38,19,56,9,-18,-2,0,0,0,-147,-157,184,1681,-69,-76,94,681,1488,605,596,-82,-73,87,-355,-80,2762,-68,-75,168,0,1364,1161,1131,1359,1,0,0,1,1,-0.35810681743249245,-0.05069412972521678,5.205142715702512,-6,-4,66,-69,-76,94,68.1,13,-3,7,1364,1161,1131,1359
313764,130047194,25,-5,13,-38,19,56,7,-20,-1,0,0,0,-147,-157,184,1681,-69,-76,94,681,1488,605,596,-83,-73,87,-355,-80,2762,-98,-72,106,0,1365,1162,1126,1363,1,0,0,1,1,-0.35887894415330457,-0.051023955553818834,5.204206918215299,-6,-6,68,-69,-76,94,68.1,14,-3,7,1365,1162,1126,1363
313766,130047695,16,-6,14,-38,19,56,-3,-20,0,0,0,0,-147,-157,184,1681,-69,-76,94,681,1537,605,596,-78,-72,85,-355,-86,2747,-90,-64,12,0,1397,1192,1088,1338,1,0,0,1,1,-0.35960821103041934,-0.051351726732733,5.203288464344608,-25,-7,70,-69,-76,94,68.1,9,-4,9,1397,1192,1088,1338
313768,130048196,5,-6,15,-38,19,56,-19,-18,1,0,0,0,-147,-157,184,1681,-69,-75,94,681,1537,605,596,-72,-72,85,-355,-86,2747,-56,-63,32,0,1445,1230,1044,1296,1,0,0,1,1,-0.3602853258971673,-0.05167887689571636,5.202369773044037,-52,-5,72,-69,-75,94,68.1,3,-3,9,1445,1230,1044,1296
313770,130048697,3,-4,15,-38,19,56,-27,-16,1,0,0,0,-147,-157,184,1681,-69,-75,94,681,1537,605,596,-71,-73,85,-353,-88,2718,-46,-82,129,0,1471,1237,1033,1274,1,0,0,1,1,-0.3609541759303695,-0.052013594260747954,5.201447755106486,-62,-1,72,-69,-75,94,68.1,2,-2,9,1471,1237,1033,1274
