148716,88793151,-12,-17,-18,-12,28,54,-6,-1,0,0,0,0,12,1,56,1446,12,1,22,446,1573,332,605,19,9,33,4,99,1994,35,29,35,0,997,854,782,869,1,0,0,1,1,0.11734878332088343,0.08292300638130548,5.678990527985595,-30,10,36,12,1,22,44.6,-7,-8,-11,997,854,782,869
148718,88793652,-13,-16,-19,-12,28,54,-14,1,-2,0,0,0,12,1,56,1446,12,1,22,446,1573,332,605,19,9,35,4,99,1994,22,17,48,0,1013,866,780,842,1,0,0,1,1,0.11742616811819027,0.08282256119953318,5.678710886090023,-39,13,33,12,1,22,44.6,-7,-8,-13,1013,866,780,842
148720,88794153,-13,-16,-20,-12,28,54,-15,2,-3,0,0,0,12,1,56,1446,12,1,22,446,1573,332,605,19,9,34,11,96,1997,14,-3,46,0,1016,867,783,835,1,0,0,1,1,0.11749985161539699,0.08271721448279415,5.678441141947976,-40,14,31,12,1,22,44.6,-7,-8,-12,1016,867,783,835
148722,88794654,-8,-15,-19,-12,28,54,-7,3,0,0,0,0,12,1,56,1446,12,1,23,446,1573,332,605,16,8,31,11,96,1997,-1,-13,30,0,1005,839,801,858,1,0,0,1,1,0.1175449485399944,0.08260643767997793,5.678198528191436,-27,16,35,12,1,23,44.6,-4,-7,-8,1005,839,801,858
148724,88795156,-4,-15,-17,-12,28,54,2,2,2,0,0,0,12,1,56,1446,11,1,23,446,1573,332,605,14,9,29,30,99,2000,1,-7,15,0,987,811,812,891,1,0,0,1,1,0.11757364589764142,0.08249044033240759,5.677973770629006,-14,15,39,11,1,23,44.6,-3,-8,-6,987,811,812,891
148726,88795656,-3,-15,-16,-12,28,54,10,3,4,0,0,0,12,1,56,1446,11,1,23,446,1573,332,605,12,8,29,30,99,2000,11,16,10,0,978,789,823,910,1,0,0,1,1,0.11758418253015145,0.08236579290910341,5.677751036250449,-5,16,42,11,1,23,44.6,-1,-7,-6,978,789,823,910
148728,88796157,-6,-16,-15,-12,28,54,11,1,3,0,0,0,12,1,56,1446,10,1,23,446,1573,332,605,14,9,30,33,116,2004,28,32,28,0,977,798,814,911,1,0,0,1,1,0.1176270871383184,0.08224613516963346,5.6775166818036915,-7,13,42,10,1,23,44.6,-4,-8,-7,977,798,814,911
148730,88796658,-12,-17,-15,-12,28,54,4,-1,1,0,0,0,12,1,56,1446,10,1,23,446,1573,332,605,16,9,32,33,116,2004,22,26,52,0,988,829,791,892,1,0,0,1,1,0.11768877822900907,0.08212461466471388,5.677264864246611,-20,10,40,10,1,23,44.6,-6,-8,-9,988,829,791,892
148732,88797159,-14,-12,-17,-12,28,54,0,4,-1,0,0,0,12,1,56,1446,9,1,23,445,1573,332,605,17,7,35,28,119,2009,16,-1,62,0,1008,831,804,856,1,0,0,1,1,0.11776305526110574,0.08198670403620147,5.676988135356436,-26,20,36,9,1,23,44.5,-8,-6,-12,1008,831,804,856
148734,88797660,-12,-12,-19,-12,27,54,2,7,-5,0,0,0,12,1,56,1446,9,1,23,445,1573,332,605,15,7,37,28,119,2009,9,-13,51,0,996,824,829,849,1,0,0,1,1,0.11782113306518806,0.08184695905417327,5.676693940053893,-22,22,30,9,1,23,44.5,-6,-6,-14,996,824,829,849
148736,88798146,-5,-17,-20,-12,27,54,13,3,-6,0,0,0,12,1,56,1445,8,1,23,445,1573,332,605,11,9,36,37,122,2012,5,-8,22,0,947,814,847,890,1,0,0,1,1,0.11784217445809815,0.08171678253533061,5.676416846749037,-4,13,28,8,1,23,44.5,-3,-8,-13,947,814,847,890
148738,88798647,4,-15,-20,-12,27,54,27,2,-3,0,0,0,12,1,56,1445,8,1,23,445,1573,332,605,6,8,33,37,122,2012,-1,7,-1,0,915,771,881,930,1,0,0,1,1,0.11782094301167743,0.08158247774055462,5.676157200574568,19,14,31,8,1,23,44.5,2,-7,-10,915,771,881,930
148740,88799150,0,-16,-19,-12,27,54,30,0,0,0,0,0,12,1,56,1445,7,1,23,445,1573,332,605,7,9,30,45,138,2017,15,31,2,0,918,769,867,943,1,0,0,1,1,0.11781968908303507,0.08145314587092499,5.675920946233806,18,11,35,7,1,23,44.5,0,-8,-7,918,769,867,943
148742,88799649,-5,-19,-18,-12,27,54,24,-3,2,0,0,0,11,1,56,1445,7,1,23,445,1573,332,605,10,10,30,45,138,2017,17,39,32,0,934,794,829,939,1,0,0,1,1,0.11784391080206184,0.08133228958493237,5.675685786196709,7,5,38,7,1,23,44.5,-3,-9,-7,934,794,829,939
148744,88800150,-18,-18,-17,-12,27,54,7,-7,1,0,0,0,11,1,56,1445,7,1,23,445,1573,332,605,16,10,33,34,146,2020,26,13,64,0,977,847,778,895,1,0,0,1,1,0.11792942290416075,0.08121774782130381,5.67542131193804,-23,2,38,7,1,23,44.5,-9,-9,-10,977,847,778,895
148746,88800651,-23,-14,-18,-12,27,54,-8,-4,0,0,0,0,11,1,56,1445,6,1,23,445,1573,332,605,19,8,33,34,146,2020,22,-14,67,0,1017,872,758,849,1,0,0,1,1,0.11804077324136084,0.08108603743693145,5.675158878493485,-43,9,36,6,1,23,44.5,-13,-7,-10,1017,872,758,849
148748,88801152,-17,-16,-18,-12,27,54,-11,-1,0,0,0,0,11,1,56,1445,6,1,23,445,1573,332,605,15,9,34,30,147,2023,9,-11,45,0,1011,868,766,850,1,0,0,1,1,0.11811831359759221,0.08096532693390633,5.674886158942466,-40,10,36,6,1,23,44.5,-9,-8,-11,1011,868,766,850
148750,88801653,-10,-19,-18,-12,27,54,-7,0,0,0,0,0,11,1,56,1445,6,1,23,445,1573,332,605,12,10,32,30,147,2023,-5,5,9,0,994,854,778,869,1,0,0,1,1,0.11816817915476024,0.08085554077146974,5.674629798612902,-29,8,36,6,1,23,44.5,-6,-9,-9,994,854,778,869
148752,88802154,-9,-14,-17,-12,27,54,0,2,1,0,0,0,11,1,56,1445,6,1,23,445,1573,332,605,11,8,31,37,159,2028,1,18,-7,0,996,825,801,872,1,0,0,1,1,0.11821791642154326,0.08072330823919083,5.674383895632567,-21,15,38,6,1,23,44.5,-5,-7,-8,996,825,801,872
148754,88802655,-11,-12,-17,-12,27,54,6,2,2,0,0,0,11,1,56,1445,5,1,23,445,1573,332,605,12,7,30,37,159,2028,17,31,8,0,992,812,810,881,1,0,0,1,1,0.11827547696112181,0.08058365539784097,5.674147705396293,-17,17,39,5,1,23,44.5,-7,-6,-7,992,812,810,881
148756,88803156,-10,-18,-16,-12,27,54,11,-2,3,0,0,0,11,1,56,1445,5,1,23,445,1573,332,605,11,10,29,27,170,2034,21,25,38,0,971,814,799,911,1,0,0,1,1,0.11833237846855625,0.08047918863562271,5.673914911665981,-11,7,41,5,1,23,44.5,-6,-9,-6,971,814,799,911
148758,88803657,-11,-20,-14,-12,27,54,10,-6,4,0,0,0,11,1,56,1445,5,1,23,445,1573,332,605,11,11,29,27,170,2034,22,0,59,0,967,824,781,923,1,0,0,1,1,0.11838924342556428,0.08038356226111663,5.673681060248807,-13,1,44,5,1,23,44.5,-6,-10,-6,967,824,781,923
148760,88804145,-16,-17,-14,-12,27,54,2,-3,4,0,0,0,11,1,56,1445,5,1,23,445,1573,332,605,13,9,30,15,171,2041,18,-14,58,0,998,834,770,892,1,0,0,1,1,0.11846060661541354,0.08027811367259513,5.673446197563615,-26,7,44,5,1,23,44.5,-8,-8,-7,998,834,770,892
148762,88804646,-18,-12,-14,-12,27,54,-7,1,2,0,0,0,11,1,56,1445,5,1,23,445,1543,332,605,14,7,31,15,171,2041,8,-15,36,0,1029,842,770,854,1,0,0,1,1,0.11854458590937848,0.08015568544488437,5.673197652530314,-37,16,42,5,1,23,44.5,-9,-6,-8,1029,842,770,854
148764,88805147,-15,-15,-15,-12,27,54,-7,1,0,0,0,0,11,1,56,1445,5,1,23,445,1543,332,605,13,9,33,18,180,2052,-7,5,13,0,1014,850,775,856,1,0,0,1,1,0.11862768615990617,0.08004539300877035,5.672929267594893,-34,13,39,5,1,23,44.5,-8,-8,-10,1014,850,775,856
148766,88805648,-11,-16,-16,-12,27,54,1,4,-2,0,0,0,11,1,56,1445,5,1,23,445,1543,332,605,11,9,33,18,180,2052,7,30,8,0,993,830,804,869,1,0,0,1,1,0.11869315541945509,0.07993528246963917,5.672660860662246,-22,15,36,5,1,23,44.5,-6,-8,-10,993,830,804,869
148768,88806149,-8,-9,-17,-12,27,54,12,10,-2,0,0,0,1,1,56,1445,4,1,23,445,1543,332,605,9,5,33,11,193,2063,14,27,22,0,990,786,849,869,1,0,0,1,1,0.11875050240486822,0.07979573616986102,5.672394663956339,-8,28,35,4,1,23,44.5,-5,-4,-10,990,786,849,869
148770,88806650,-3,-11,-16,-12,27,54,21,10,-1,0,0,0,1,1,56,1445,4,1,23,445,1543,182,605,6,7,31,11,193,2063,13,11,44,0,964,765,866,900,1,0,0,1,1,0.11878030948218517,0.07967583944860937,5.672143780365001,6,26,37,4,1,23,44.5,-2,-6,-8,964,765,866,900
148772,88807151,-1,-16,-16,-12,27,54,23,2,0,0,0,0,1,1,56,1445,4,1,23,445,1543,182,605,5,9,32,-5,192,2072,11,-9,55,0,939,779,851,925,1,0,0,1,1,0.11880042621582032,0.0795853155580813,5.6718804824646085,10,13,38,4,1,23,44.5,-1,-8,-9,939,779,851,925
148774,88807652,-7,-17,-17,-12,27,54,17,1,-1,0,0,0,1,1,56,1445,4,1,23,445,1543,182,605,8,9,33,-5,192,2072,10,-5,48,0,953,802,831,909,1,0,0,1,1,0.11884736366161915,0.07949391303222492,5.671608455201898,-2,11,36,4,1,23,44.5,-4,-8,-10,953,802,831,909
