98716,76295278,3,-6,2,-16,11,8,2,-9,4,0,0,0,35,-2,-15,1432,12,-1,-6,430,1581,340,651,10,2,-10,-169,190,1585,11,-1,-2,0,886,849,801,867,1,0,0,1,1,-0.17311469159449153,0.13938310710267418,4.360815755731713,-11,-4,14,12,-1,-6,43,2,-3,4,886,849,801,867
98718,76295780,2,-6,4,-16,11,8,0,-7,4,0,0,0,35,-2,-15,1432,13,-1,-6,431,1581,340,651,11,2,-9,-150,167,1506,28,13,10,0,898,849,796,860,1,0,0,1,1,-0.17302963605810948,0.13938679291027933,4.360897239381971,-14,-2,16,13,-1,-6,43.1,2,-3,3,898,849,796,860
98720,76296281,1,-7,3,-16,11,8,-4,-7,2,0,0,0,35,-2,-15,1432,13,-1,-6,431,1581,340,651,12,3,-7,-150,167,1506,26,14,7,0,899,863,791,851,1,0,0,1,1,-0.17293380072554487,0.1394021018555258,4.360962683694069,-19,-3,13,13,-1,-6,43.1,1,-4,1,899,863,791,851
98722,76296767,3,-5,2,-16,11,8,-4,-7,-1,0,0,0,35,-2,-15,1432,13,-1,-6,431,1581,340,651,11,2,-3,-143,144,1436,16,7,-7,0,891,867,806,840,1,0,0,1,1,-0.1728444225029001,0.13941443724347505,4.360990943221113,-17,-1,9,13,-1,-6,43.1,2,-3,-3,891,867,806,840
98724,76297268,1,-3,0,-16,11,8,-6,-3,-3,0,0,0,35,-2,-15,1432,13,-1,-6,431,1581,340,651,12,1,-4,-143,144,1436,4,-6,-21,0,901,870,815,818,1,0,0,1,1,-0.17274453942179624,0.1394170393158081,4.361027254357789,-21,5,5,13,-1,-6,43.1,1,-2,-2,901,870,815,818
98726,76297769,0,-3,0,-16,11,8,-8,1,-2,0,0,0,35,-2,-15,1432,13,-1,-6,431,1581,340,651,13,1,-7,-131,114,1373,-8,-10,-22,0,918,864,814,808,1,0,0,1,1,-0.1726395386972478,0.1394151390716787,4.361089660781687,-24,9,6,13,-1,-6,43.1,0,-2,1,918,864,814,808
98728,76298270,3,-3,1,-16,11,8,-3,3,0,0,0,0,35,-2,-15,1432,13,-1,-6,431,1581,340,651,11,1,-8,-131,114,1373,-5,-8,-9,0,911,843,828,823,1,0,0,1,1,-0.1725532348505378,0.13941174289475405,4.361160765999578,-16,11,9,13,-1,-6,43.1,2,-2,2,911,843,828,823
98730,76298772,4,0,1,-16,11,8,0,7,0,0,0,0,35,-2,-15,1432,13,-1,-6,431,1581,340,651,11,-1,-6,-115,89,1317,19,2,8,0,918,825,845,817,1,0,0,1,1,-0.17246391330995817,0.13939409006508366,4.361211544532588,-12,18,9,13,-1,-6,43.1,2,0,0,918,825,845,817
98732,76299273,0,-1,0,-16,11,8,-1,5,0,0,0,0,35,-2,-15,1432,13,-1,-6,431,1581,340,651,13,0,-5,-115,89,1317,36,11,13,0,920,843,832,811,1,0,0,1,1,-0.17235628312775914,0.13938659194649822,4.361255039122421,-17,15,8,13,-1,-6,43.1,0,-1,-1,920,843,832,811
98734,76299776,4,-5,0,-16,11,8,0,1,-2,0,0,0,35,-2,-15,1432,13,-1,-6,431,1581,340,651,11,2,-4,-110,74,1270,21,14,6,0,894,847,835,830,1,0,0,1,1,-0.1722649905609106,0.1393978707954669,4.361293013386694,-12,7,6,13,-1,-6,43.1,2,-3,-2,894,847,835,830
98736,76300277,6,-4,-1,-16,11,8,-1,0,-4,0,0,0,35,-2,-15,1432,13,-1,-6,431,1581,340,651,10,2,-2,-110,74,1270,6,0,-4,0,886,855,838,827,1,0,0,1,1,-0.17218038771211763,0.13941210416581112,4.361313437382224,-11,7,3,13,-1,-6,43.1,3,-3,-4,886,855,838,827
98738,76300776,1,-3,-3,-16,11,8,-3,-1,-6,0,0,0,37,1,-15,1432,13,-1,-6,431,1581,340,651,13,1,-1,-106,51,1229,-4,-11,-14,0,892,873,833,809,1,0,0,1,1,-0.17206858157270577,0.13941919356001692,4.361323607833506,-18,7,-1,13,-1,-6,43.1,0,-2,-5,892,873,833,809
98740,76301277,1,-1,-3,-16,11,8,-2,0,-4,0,0,0,37,1,-15,1432,13,-1,-6,431,1581,340,651,13,0,-3,-106,51,1229,-3,-19,-19,0,896,864,840,807,1,0,0,1,1,-0.17195853509696152,0.13941470493725297,4.361349706484247,-17,10,1,13,-1,-6,43.1,0,-1,-3,896,864,840,807
98742,76301780,4,-2,-2,-16,11,8,1,2,0,0,0,0,37,1,-15,1432,13,-1,-6,431,1581,340,651,11,0,-7,-94,29,1194,13,-1,-14,0,896,839,846,825,1,0,0,1,1,-0.1718704620590629,0.1394041951539266,4.3614108473336275,-11,11,6,13,-1,-6,43.1,2,-1,1,896,839,846,825
98744,76302280,10,-2,-1,-16,11,8,9,4,1,0,0,0,37,1,-15,1432,13,-1,-6,431,1581,340,651,8,1,-7,-94,29,1194,21,17,0,0,880,811,863,853,1,0,0,1,1,-0.1718093035594392,0.13940234990967174,4.361473130650238,3,13,8,13,-1,-6,43.1,5,-2,1,880,811,863,853
