"Product","Blackbox flight data recorder by Nicholas Sherlock"
102,51644651,-5,-6,-23,0,0,0,-13,-2,15,0,0,0,1,3,-38,1000,1,1,-15,0,1663,40,766,4,4,-8,-341,14,2067,0,1,-10,0,194,250,159,158,1,0,0,1,1,-0.0006969009680874919,0.16631823672908694,4.3961420117948915,-18,-8,-8,1,1,-15,0,-3,-3,-7,194,250,159,158
104,51645152,-1,-4,-20,0,0,0,-7,0,16,0,0,0,1,3,-38,1000,1,1,-15,0,1663,40,766,1,4,-9,-341,14,2067,-3,3,-8,0,172,205,158,162,1,0,0,1,1,-0.000554324188504756,0.1662970808976492,4.396221595018792,-8,-4,-4,1,1,-15,0,0,-3,-6,172,205,158,162
106,51645654,3,0,-19,0,0,0,4,6,13,0,0,0,1,3,-38,1000,1,1,-15,0,1663,40,766,-2,1,-7,-340,17,2067,-8,1,-1,0,161,158,205,165,1,0,0,1,1,-0.0004119492479632559,0.16624254142709816,4.396283509376129,7,6,-6,1,1,-15,0,3,0,-8,161,158,205,165
108,51646155,2,-1,-18,0,0,0,9,8,8,0,0,0,1,3,-38,1000,1,1,-15,0,1663,40,766,-1,2,-5,-340,17,2067,-3,3,4,0,158,169,227,171,1,0,0,1,1,-0.00026371750022645174,0.16619870795059874,4.3963275753534745,11,7,-10,1,1,-15,0,2,-1,-10,158,169,227,171
110,51646640,4,-2,-19,0,0,0,13,6,4,0,0,0,1,3,-38,1000,1,1,-15,0,1663,40,766,-2,3,-3,-340,19,2068,-1,5,7,0,158,195,267,205,1,0,0,1,1,-0.00010800170619031496,0.1661630293172237,4.39635303287311,17,4,-15,1,1,-15,0,3,-2,-12,158,195,267,205
112,51647141,7,-1,-20,0,0,0,19,6,0,0,0,0,1,3,-38,1000,1,1,-15,0,1663,40,766,-4,2,-1,-340,19,2068,1,5,7,0,158,212,312,230,1,0,0,1,1,0.000026923948874086474,0.16612126714009556,4.396361608740297,26,5,-20,1,1,-15,0,5,-1,-14,158,212,312,230
114,51647643,6,-1,-23,0,0,0,19,5,-4,0,0,0,1,3,-38,1000,1,1,-15,0,1663,40,766,-3,2,1,-341,19,2068,1,4,9,0,158,232,329,227,1,0,0,1,1,0.00016801622991355057,0.16608975838551024,4.396352438238595,25,4,-27,1,1,-15,0,4,-1,-16,158,232,329,227
116,51648146,0,-2,-25,0,0,0,8,4,-6,0,0,0,1,3,-38,1000,1,1,-15,0,1663,40,766,1,2,2,-341,19,2068,6,4,7,0,158,255,287,177,1,0,0,1,1,0.00033981435556870146,0.166059626643251,4.3963343528079175,8,2,-31,1,1,-15,0,0,-1,-17,158,255,287,177
118,51648656,-3,-2,-26,0,0,0,-3,2,-7,0,0,0,1,3,-38,1000,1,1,-15,0,1663,40,766,2,2,2,-341,16,2069,6,4,5,0,181,291,268,158,1,0,0,1,1,0.000489601858003231,0.16602963320268485,4.3963160686654,-6,0,-33,1,1,-15,0,-1,-1,-17,181,291,268,158
120,51649147,-1,-2,-28,0,0,0,-6,0,-8,0,0,0,1,3,-38,1000,1,1,-15,0,1663,40,766,1,3,4,-341,16,2069,3,4,6,0,177,304,272,158,1,0,0,1,1,0.0006284398707688446,0.16600865742108398,4.396281077285168,-7,-2,-36,1,1,-15,0,0,-2,-19,177,304,272,158
122,51649648,4,-2,-31,0,0,0,0,0,-11,0,0,0,1,3,-38,1000,1,1,-15,0,1663,40,766,-2,2,7,-340,11,2069,-4,4,7,0,158,302,309,177,1,0,0,1,1,0.0007008468112679337,0.16597267940860647,4.3962188623040905,4,-2,-42,1,1,-15,0,3,-1,-22,158,302,309,177
124,51650149,5,-3,-34,0,0,0,6,0,-13,0,0,0,1,3,-38,1000,1,1,-15,0,1663,40,766,-2,3,9,-340,11,2069,-4,5,6,0,158,323,351,208,1,0,0,1,1,0.0007737252164723504,0.1659466874856462,4.39613891137202,11,-3,-47,1,1,-15,0,3,-2,-24,158,323,351,208
126,51650651,4,-3,-36,0,0,0,7,-1,-13,0,0,0,1,3,-38,1000,1,1,-15,0,1663,40,766,-2,3,9,-341,9,2069,-2,4,3,0,158,336,355,210,1,0,0,1,1,0.0008283417672338495,0.1659296802490519,4.396058831623465,11,-4,-49,1,1,-15,0,3,-2,-24,158,336,355,210
128,51651152,1,-3,-37,0,0,0,3,-2,-10,0,0,0,1,3,-38,1000,1,1,-15,0,1663,40,766,0,3,6,-341,9,2069,3,3,-3,0,158,334,330,195,1,0,0,1,1,0.0008941031664174185,0.16591354272211126,4.396005509666886,4,-5,-47,1,1,-15,0,1,-2,-21,158,334,330,195
130,51651653,1,-3,-37,0,0,0,1,-2,-5,0,0,0,1,3,-38,1000,1,1,-15,0,1663,40,766,0,3,4,-342,9,2069,4,2,-7,0,158,313,305,184,1,0,0,1,1,0.0009551136624601348,0.1659057969056557,4.395969919391676,2,-5,-42,1,1,-15,0,1,-2,-19,158,313,305,184
132,51652154,-1,-7,-35,0,0,0,-4,-7,0,0,0,0,1,3,-38,1000,1,1,-15,0,1663,40,766,1,5,0,-342,9,2069,3,4,-10,0,158,319,251,186,1,0,0,1,1,0.0010172282312984296,0.16591589524576697,4.395969774733601,-5,-14,-35,1,1,-15,0,0,-4,-15,158,319,251,186
