145716,88043302,-2,14,8,-10,27,47,-14,-2,-5,0,0,0,-100,-75,94,1455,-42,-31,40,454,1551,387,604,-41,-38,35,-503,268,2164,-30,-36,28,0,1078,788,827,862,1,0,0,1,1,-0.126798188375473,0.1293035966755841,6.2897361632050455,-26,39,50,-42,-31,40,45.4,-1,7,5,1078,788,827,862
145718,88043803,0,16,9,-10,27,47,-7,3,-1,0,0,0,-100,-75,94,1455,-42,-31,40,454,1551,387,604,-43,-39,33,-503,268,2164,-71,-46,6,0,1081,750,850,874,1,0,0,1,1,-0.1266618168641375,0.12919764837505615,6.28934303280562,-17,46,55,-42,-31,40,45.4,1,8,7,1081,750,850,874
145720,88044304,-1,16,11,-10,27,47,-5,9,1,0,0,0,-100,-75,94,1455,-42,-31,40,454,1551,387,604,-41,-39,31,-513,292,2188,-82,-46,5,0,1101,734,849,871,1,0,0,1,1,-0.12648730046214848,0.12909583005440933,6.288964534796377,-16,52,59,-42,-31,40,45.4,-1,8,9,1101,734,849,871
145722,88044805,-3,12,11,-10,27,47,-3,7,2,0,0,0,-100,-75,94,1455,-42,-31,40,454,1551,387,604,-41,-37,33,-513,292,2188,-61,-37,33,0,1091,742,838,884,1,0,0,1,1,-0.12631129701998856,0.1290136166368334,6.2885709034125465,-16,46,60,-42,-31,40,45.4,-1,6,7,1091,742,838,884
145724,88045306,0,11,10,-10,27,47,2,1,0,0,0,0,-100,-75,94,1455,-42,-31,40,454,1551,130,604,-43,-37,37,-525,321,2210,-23,-32,62,0,1059,742,852,903,1,0,0,1,1,-0.12612133943829865,0.12894410037324838,6.288138887759326,-8,39,57,-42,-31,40,45.4,1,6,3,1059,742,852,903
145726,88045807,3,9,9,-10,27,47,9,-4,-3,0,0,0,-100,-75,94,1455,-42,-31,40,454,1551,130,604,-44,-36,38,-525,321,2210,-6,-24,69,0,1022,748,860,926,1,0,0,1,1,-0.12593964094473226,0.12888434803794852,6.287699355891878,2,32,53,-42,-31,40,45.4,2,5,2,1022,748,860,926
145728,88046308,5,6,7,-10,27,47,11,-10,-4,0,0,0,-100,-75,94,1455,-42,-31,40,454,1551,130,604,-45,-34,38,-537,345,2233,-22,-32,51,0,999,760,855,942,1,0,0,1,1,-0.1257442603531518,0.12884995701343754,6.287259163241802,6,23,50,-42,-31,40,45.4,3,3,2,999,760,855,942
145730,88046809,8,7,7,-10,27,47,13,-10,-3,0,0,0,-100,-75,94,1455,-42,-31,40,454,1551,130,604,-47,-35,36,-537,345,2233,-62,-40,13,0,993,746,865,953,1,0,0,1,1,-0.12556896066742854,0.12880464640723263,6.286835458772319,11,24,51,-42,-31,40,45.4,5,4,4,993,746,865,953
145732,88047296,3,15,9,-10,27,47,10,-1,0,0,0,0,-100,-75,94,1455,-42,-31,40,454,1551,130,604,-45,-39,32,-537,345,2233,-83,-54,-11,0,1042,723,871,920,1,0,0,1,1,-0.12537079681373386,0.12872872190823664,6.286451475662,3,41,56,-42,-31,40,45.4,3,8,8,1042,723,871,920
145734,88047797,-2,16,11,-10,27,47,2,4,4,0,0,0,-102,-72,94,1455,-42,-31,40,454,1551,130,604,-41,-39,30,-543,364,2255,-63,-47,0,0,1085,724,848,899,1,0,0,1,1,-0.1251315908296579,0.1286451301673589,6.286073761348057,-10,47,62,-42,-31,40,45.4,-1,8,10,1085,724,848,899
