274716,120287229,9,48,1,14,21,5,16,-16,-5,0,0,0,-7,-33,46,1433,-2,-15,18,433,1513,327,606,-7,-40,23,154,418,1960,13,-50,-17,0,878,702,1001,837,1,0,0,1,1,-0.09095338491518738,-0.3252313688991141,2.385464071683489,39,53,1,-2,-15,18,43.3,5,25,-5,878,702,1001,837
274718,120287729,4,46,-1,14,21,5,3,-16,-10,0,0,0,-7,-33,46,1433,-2,-14,18,433,1513,327,606,-5,-38,25,171,419,1939,-26,-42,-56,0,891,747,983,798,1,0,0,1,1,-0.09039477073360283,-0.32505635703367725,2.3823720655073113,21,51,-6,-2,-14,18,43.3,3,24,-7,891,747,983,798
274720,120288230,-4,44,-4,14,21,5,-12,-16,-11,0,0,0,-7,-33,46,1433,-2,-14,18,433,1513,327,606,0,-37,25,171,419,1939,-47,-37,-30,0,920,797,947,755,1,0,0,1,1,-0.08979391646754986,-0.3248738269658882,2.379274104892017,-2,49,-10,-2,-14,18,43.3,-2,23,-7,920,797,947,755
274722,120288731,-11,51,-5,14,21,5,-32,-10,-9,0,0,0,-7,-33,46,1433,-2,-14,18,433,1513,327,606,4,-40,22,174,413,1924,-16,-31,32,0,989,817,923,690,1,0,0,1,1,-0.08916008917014569,-0.3247284248612657,2.376238468025358,-29,62,-9,-2,-14,18,43.3,-6,26,-4,989,817,923,690
274724,120289231,-12,48,-5,14,21,5,-38,-8,-4,0,0,0,-7,-33,46,1433,-2,-14,18,433,1513,327,606,4,-38,19,174,413,1924,31,-38,86,0,1006,823,901,689,1,0,0,1,1,-0.08851842449083876,-0.3245678081737897,2.373226568796883,-36,61,-4,-2,-14,18,43.3,-6,24,-1,1006,823,901,689
274726,120289732,-9,52,-3,14,21,5,-34,-1,0,0,0,0,-7,-33,46,1433,-2,-14,18,433,1513,327,606,2,-40,18,178,402,1916,49,-42,84,0,1020,785,922,692,1,0,0,1,1,-0.08790686878501333,-0.3244330443374942,2.370260938735419,-29,72,2,-2,-14,18,43.3,-4,26,0,1020,785,922,692
274728,120290233,0,51,-3,14,21,5,-19,0,0,0,0,0,-7,-33,46,1433,-2,-13,18,433,1513,327,606,-3,-40,19,178,402,1916,14,-57,33,0,982,741,960,736,1,0,0,1,1,-0.08734334702357342,-0.32429793693143183,2.3672803313214104,-5,72,2,-2,-13,18,43.3,1,27,-1,982,741,960,736
274730,120290733,2,50,-3,14,21,5,-5,0,0,0,0,0,-7,-33,46,1433,-2,-13,18,433,1513,327,606,-4,-39,20,191,395,1916,-27,-46,-25,0,956,719,984,760,1,0,0,1,1,-0.08680042718037871,-0.3241664076068792,2.3643491377711037,11,71,2,-2,-13,18,43.3,2,26,-2,956,719,984,760
274732,120291225,-4,53,-3,14,21,5,-4,3,0,0,0,0,-7,-33,46,1433,-2,-13,18,433,1513,327,606,0,-40,19,191,395,1916,-31,-38,-44,0,975,716,986,742,1,0,0,1,1,-0.08622029244574021,-0.3240394116154138,2.361424182519712,6,77,2,-2,-13,18,43.3,-2,27,-1,975,716,986,742
274734,120291725,-9,57,-2,14,21,5,-11,10,1,0,0,0,-7,-33,46,1433,-2,-13,18,433,1520,327,606,3,-43,18,199,395,1921,-20,-32,-18,0,1018,715,981,705,1,0,0,1,1,-0.08561383534681634,-0.3239514787688579,2.3585216877956725,-6,88,4,-2,-13,18,43.3,-5,30,0,1018,715,981,705
274736,120292226,-11,58,-1,14,21,5,-17,13,2,0,0,0,-7,-33,46,1433,-2,-13,18,433,1520,327,606,4,-43,18,199,395,1921,27,-39,33,0,1039,718,972,690,1,0,0,1,1,-0.08500019192692207,-0.32386459646036253,2.355613350798156,-14,92,6,-2,-13,18,43.3,-6,30,0,1039,718,972,690
274738,120292727,-9,58,0,14,21,5,-14,13,3,0,0,0,-7,-30,46,1433,-2,-13,18,433,1520,327,606,2,-43,16,199,395,1921,22,-39,61,0,1036,705,977,702,1,0,0,1,1,-0.08439963612993745,-0.32377952472879085,2.3527179986260656,-9,92,8,-2,-13,18,43.3,-4,30,2,1036,705,977,702
